position,mean_energy_mj,std_energy_mj,min_energy_mj,max_energy_mj,count,active_requests,step_energy_mj,phase
1035,3704.8824,438.1077,3402.44,4207.2941,3,23,85212.2949,decode
1036,3745.3225,494.6717,3349.52,4299.8823,3,23,86142.418,decode
1037,3804.9062,572.5779,3441.56,4464.9412,3,23,87512.8424,decode
1038,3694.6706,521.301,3253.16,4269.7647,3,23,84977.4229,decode
1039,3745.0265,597.8448,3284.88,4420.7647,3,23,86135.6094,decode
1040,3681.9125,548.6053,3234.52,4294.0,3,23,84683.9867,decode
1041,3660.5407,622.1941,3154.2,4355.1176,3,23,84192.4353,decode
1042,3641.6535,591.518,3069.6,4250.8824,3,23,83758.0313,decode
1043,3752.7253,522.57,3437.8,4355.9412,3,23,86312.6824,decode
1044,3671.7167,457.0367,3306.48,4184.2353,3,23,84449.4839,decode
1045,3777.1542,461.8672,3415.24,4297.3529,3,23,86874.5458,decode
1046,3710.4708,653.2832,3190.2,4443.6471,3,23,85340.8276,decode
1047,3716.6658,656.125,3153.56,4437.1765,3,23,85483.3129,decode
1048,3661.1612,491.3601,3234.32,4198.2941,3,23,84206.7083,decode
1049,3584.5383,515.611,3087.4,4116.8235,3,23,82444.3804,decode
1050,3805.1745,536.7517,3402.92,4414.647,3,23,87519.0141,decode
1051,3673.7539,531.6532,3257.08,4272.5294,3,23,84496.3387,decode
1052,3740.6649,597.6778,3241.56,4403.0,3,23,86035.2935,decode
1053,3711.0845,656.8922,3157.76,4437.0588,3,23,85354.9443,decode
1054,3632.1475,529.419,3181.44,4215.1765,3,23,83539.3929,decode
1055,3673.8282,676.702,3048.28,4392.1177,3,23,84498.0487,decode
1056,3657.7669,519.2811,3243.6,4240.3529,3,23,84128.6393,decode
1057,3647.0418,508.0828,3158.88,4172.9412,3,23,83881.9622,decode
1058,3748.9259,577.5269,3314.44,4404.2941,3,23,86225.2949,decode
1059,3724.805,532.8115,3302.64,4323.4706,3,23,85670.5144,decode
1060,3732.3673,592.9661,3279.24,4403.4706,3,23,85844.4479,decode
1061,3579.8872,534.9366,3075.92,4141.1765,3,23,82337.4062,decode
1062,3755.2821,795.493,3051.68,4618.4706,3,23,86371.488,decode
1063,3724.5366,566.7421,3307.28,4369.7647,3,23,85664.3427,decode
1064,3718.6432,604.0313,3261.72,4403.4706,3,23,85528.7946,decode
1065,3703.9994,611.9708,3244.64,4398.7059,3,23,85191.9851,decode
1066,3801.479,669.223,3311.12,4563.8824,3,23,87434.018,decode
1067,3784.5973,617.0194,3325.04,4485.8823,3,23,87045.7379,decode
1068,3696.7802,525.3426,3268.76,4283.0588,3,23,85025.9443,decode
1069,3732.5901,722.061,3153.76,4541.7059,3,23,85849.5717,decode
1070,3719.0984,650.4822,3134.4,4419.7647,3,23,85539.2627,decode
1071,3611.0794,566.9008,3054.76,4188.0,3,23,83054.8265,decode
1072,3778.935,580.3412,3272.8,4412.353,3,23,86915.506,decode
1073,3840.9888,692.4548,3384.68,4637.7647,3,23,88342.7427,decode
1074,3701.3358,479.6668,3333.56,4243.8823,3,23,85130.7245,decode
1075,3761.4386,702.0801,3206.84,4550.8235,3,23,86513.0871,decode
1076,3719.4383,541.3844,3345.76,4340.2941,3,23,85547.0815,decode
1077,3779.9719,730.1429,3154.88,4582.4706,3,23,86939.3546,decode
1078,3764.9115,611.8818,3333.76,4465.2353,3,23,86592.964,decode
1079,3628.3645,550.0573,3133.16,4220.4117,3,23,83452.3834,decode
1080,3679.2349,456.0861,3288.28,4180.2941,3,23,84622.4018,decode
1081,3738.8898,601.7684,3281.92,4420.7059,3,23,85994.4651,decode
1082,3744.8685,556.4368,3290.8,4365.5882,3,23,86131.9765,decode
1083,3694.8233,469.8355,3346.9583,4229.2941,3,23,84980.9353,decode
1084,3754.0626,599.8206,3263.625,4422.8235,3,23,86343.4388,decode
1085,3772.7232,629.1052,3324.0417,4491.8235,3,23,86772.6331,decode
1086,3816.2142,610.0861,3409.4583,4517.7059,3,23,87772.9256,decode
1087,3784.6164,687.3103,3206.2917,4544.4706,3,23,87046.1774,decode
1088,3695.48,531.5314,3279.2917,4294.2353,3,23,84996.0401,decode
1089,3727.5105,595.8808,3277.5417,4403.2941,3,23,85732.7411,decode
1090,3756.4184,583.286,3335.5417,4422.2353,3,23,86397.6234,decode
1091,3754.4899,652.2784,3285.6667,4499.4118,3,23,86353.2679,decode
1092,3722.0514,498.5412,3384.3333,4294.6471,3,23,85607.1832,decode
1093,3777.52,553.2909,3371.7083,4407.7647,3,23,86882.9597,decode
1094,3709.3851,676.3817,3156.25,4463.4706,3,23,85315.8578,decode
1095,3663.8451,516.61,3199.0417,4220.0588,3,23,84268.4371,decode
1096,3763.3586,609.3631,3259.0833,4440.4706,3,23,86557.2469,decode
1097,3829.5658,552.5131,3446.9583,4463.0,3,23,88080.0137,decode
1098,3794.031,571.1091,3428.9167,4452.1765,3,23,87262.7141,decode
1099,3732.2345,603.8236,3276.875,4417.1765,3,23,85841.3946,decode
1100,3766.9655,460.1985,3499.5,4298.3529,3,23,86640.2059,decode
1101,3755.4339,620.8197,3317.7083,4465.9412,3,23,86374.9795,decode
1102,3829.9679,601.2354,3377.625,4512.2353,3,23,88089.2623,decode
1103,3760.3089,631.7197,3283.625,4476.8235,3,23,86487.1055,decode
1104,3726.7043,566.0442,3306.1667,4370.2941,3,23,85714.1992,decode
1105,3722.225,515.1479,3294.125,4293.9412,3,23,85611.1741,decode
1106,3663.85,488.9924,3271.5833,4211.7059,3,23,84268.5506,decode
1107,3682.015,526.0759,3246.0833,4266.3529,3,23,84686.3448,decode
1108,3744.1017,495.014,3382.0417,4308.1765,3,23,86114.3391,decode
1109,3730.4159,557.0183,3303.8333,4360.5882,3,23,85799.5653,decode
1110,3716.2385,524.0712,3215.9583,4261.2353,3,23,85473.4846,decode
1111,3707.6161,525.1604,3307.9583,4302.4118,3,23,85275.1708,decode
1112,3714.8743,516.4218,3270.0833,4281.2353,3,23,85442.1094,decode
1113,3684.1714,599.5928,3211.0,4358.4706,3,23,84735.9412,decode
1114,3751.7347,492.6584,3426.8333,4318.5882,3,23,86289.8986,decode
1115,3754.0949,495.2938,3424.3333,4323.6471,3,23,86344.1832,decode
1116,3627.8299,503.8787,3220.5,4191.2941,3,23,83440.0881,decode
1117,3754.8491,547.4671,3370.2917,4381.6471,3,23,86361.5303,decode
1118,3756.6873,441.5166,3406.4583,4252.6471,3,23,86403.8079,decode
1119,3742.6356,505.7335,3377.7917,4319.9412,3,23,86080.6184,decode
1120,3747.8292,479.1106,3360.6667,4283.6471,3,23,86200.072,decode
1121,3750.0309,667.364,3258.4583,4509.7647,3,23,86250.71,decode
1122,3683.0601,561.5683,3215.5,4305.9412,3,23,84710.3823,decode
1123,3648.5141,515.9207,3220.2917,4221.2941,3,23,83915.8243,decode
1124,3722.7699,540.5192,3334.5833,4340.1177,3,23,85623.7076,decode
1125,3765.703,497.3191,3462.375,4339.647,3,23,86611.1689,decode
1126,3700.1657,563.9004,3258.3333,4335.2941,3,23,85103.8105,decode
1127,4011.0822,593.5583,3345.9167,4486.7647,3,23,92254.8904,decode
1128,3748.5212,638.7573,3311.9167,4481.6471,3,23,86215.9886,decode
1129,3770.8642,437.3753,3436.6667,4265.8824,3,23,86729.8758,decode
1130,3697.3341,421.7579,3386.4167,4177.4118,3,23,85038.6847,decode
1131,3666.8841,506.174,3281.0,4240.0,3,23,84338.3335,decode
1132,3735.0334,503.4664,3297.4583,4285.2941,3,23,85905.7687,decode
1133,3681.3198,536.684,3242.875,4279.8235,3,23,84670.3554,decode
1134,3744.6272,514.3835,3351.6667,4326.8235,3,23,86126.4249,decode
1135,3703.8354,510.0083,3258.4167,4260.1765,3,23,85188.214,decode
1136,3694.9471,636.9069,3206.4167,4415.2941,3,23,84983.7825,decode
1137,3795.8369,515.1618,3379.9583,4372.1177,3,23,87304.2493,decode
1138,3737.7974,522.8702,3336.3333,4329.0588,3,23,85969.3398,decode
1139,3720.5965,540.444,3315.9583,4334.3529,3,23,85573.7198,decode
1140,3760.8759,602.2732,3254.9167,4427.0588,3,23,86500.1453,decode
1141,3742.2106,512.7316,3347.0,4321.5882,3,23,86070.843,decode
1142,3771.9103,596.2975,3316.8333,4446.9412,3,23,86753.938,decode
1143,3735.197,473.0976,3353.5833,4264.5294,3,23,85909.531,decode
1144,3690.4332,646.9996,3190.875,4421.2941,3,23,84879.9633,decode
1145,3714.4915,469.9312,3354.0833,4246.0,3,23,85433.3056,decode
1146,3796.7059,492.0731,3430.2917,4356.0,3,23,87324.2362,decode
1147,3755.5656,520.8421,3439.2083,4356.7059,3,23,86378.009,decode
1148,3701.9567,603.8069,3200.75,4372.2941,3,23,85145.0048,decode
1149,3851.9703,591.5122,3425.4583,4527.2353,3,23,88595.3179,decode
1150,3719.2059,473.5923,3416.7917,4265.0,3,23,85541.7362,decode
1151,3743.3269,539.0018,3331.2083,4353.2941,3,23,86096.5187,decode
1152,3807.1393,607.6345,3299.9167,4480.5882,3,23,87564.2042,decode
1153,3724.5425,562.9816,3324.3333,4368.2941,3,23,85664.4771,decode
1154,3753.7821,545.5222,3276.9167,4348.6471,3,23,86336.9887,decode
1155,3749.0324,502.7139,3356.2917,4315.5882,3,23,86227.7461,decode
1156,3788.14,548.0776,3400.75,4415.2353,3,23,87127.2204,decode
1157,3765.7034,547.5029,3346.875,4385.2353,3,23,86611.1789,decode
1158,3684.3838,509.2012,3323.4583,4266.8235,3,23,84740.8278,decode
1159,3760.8557,603.293,3244.25,4423.8823,3,23,86499.6812,decode
1160,3760.2775,546.4478,3360.5,4382.9412,3,23,86486.3824,decode
1161,7890.2207,6988.3387,3515.6522,15949.8333,3,23,181475.0752,decode
1162,3743.2256,459.949,3404.375,4266.8235,3,23,86094.1887,decode
1163,3812.2956,523.345,3236.9583,4260.0588,3,23,87682.7982,decode
1164,3843.6261,692.0691,3425.625,4642.4706,3,23,88403.3996,decode
1165,3870.9382,591.2185,3476.5,4550.7059,3,23,89031.5785,decode
1166,3718.4161,506.3384,3294.2917,4279.0,3,23,85523.5693,decode
1167,3761.3549,608.0172,3286.75,4446.7059,3,23,86511.1619,decode
1168,3735.891,593.5719,3229.1667,4388.9412,3,23,85925.4935,decode
1169,3717.5381,575.8571,3287.4583,4371.7647,3,23,85503.3767,decode
1170,3780.6219,515.1083,3378.5,4361.2353,3,23,86954.3039,decode
1171,3724.0204,432.7693,3435.125,4221.5882,3,23,85652.4681,decode
1172,3699.3259,463.3984,3334.0417,4220.5882,3,23,85084.496,decode
1173,3780.3328,559.1285,3307.9167,4397.6471,3,23,86947.6552,decode
1174,3718.1068,530.5874,3315.0417,4319.2353,3,23,85516.4569,decode
1175,3711.189,584.3598,3258.9583,4371.0,3,23,85357.347,decode
1176,3789.2664,578.0661,3274.5,4414.6471,3,23,87153.1274,decode
1177,3710.0945,546.8132,3269.125,4321.9412,3,23,85332.174,decode
1178,3765.2099,591.7075,3301.75,4431.7059,3,23,86599.8284,decode
1179,3800.4513,569.766,3360.9167,4444.1765,3,23,87410.3809,decode
1180,3736.7083,577.3932,3299.5417,4391.2353,3,23,85944.2899,decode
1181,3755.5959,499.5949,3417.7083,4329.4706,3,23,86378.705,decode
1182,3788.3321,500.2743,3394.5,4351.2353,3,23,87131.6373,decode
1183,3752.319,536.2574,3371.875,4365.6471,3,23,86303.336,decode
1184,3797.4807,589.1961,3309.125,4451.8823,3,23,87342.0563,decode
1185,3655.3745,521.7113,3190.75,4219.7647,3,23,84073.6127,decode
1186,3782.5737,561.9305,3382.4167,4425.0,3,23,86999.1945,decode
1187,3823.2421,549.2654,3444.0,4453.1176,3,23,87934.5685,decode
1188,3719.0862,619.7704,3249.5833,4421.5882,3,23,85538.9819,decode
1189,3736.8187,528.7909,3281.0417,4316.5882,3,23,85946.8294,decode
1190,3753.5955,535.9057,3273.5,4331.7647,3,23,86332.6961,decode
1191,3749.3628,579.8841,3317.0833,4408.3529,3,23,86235.3449,decode
1192,3719.7176,547.1119,3271.25,4329.2941,3,23,85553.5049,decode
1193,3771.4152,620.0605,3316.5833,4477.7059,3,23,86742.5505,decode
1194,3820.7413,455.7807,3383.0833,4292.7059,3,23,87877.0508,decode
1195,3702.6179,477.954,3378.5417,4251.5294,3,23,85160.2115,decode
1196,3836.8312,515.7745,3424.1739,4415.0588,3,23,88247.1177,decode
1197,3743.1279,474.287,3437.087,4289.4706,3,23,86091.941,decode
1198,3787.006,508.2408,3432.1304,4369.2353,3,23,87101.1371,decode
1199,3777.8048,528.3001,3390.3478,4379.5882,3,23,86889.5099,decode
1200,3817.243,665.9408,3353.3043,4580.2941,3,23,87796.5881,decode
1201,3749.2208,555.3876,3336.6522,4380.7059,3,23,86232.0784,decode
1202,3849.1228,594.1996,3394.2609,4521.4118,3,23,88529.8236,decode
1203,3748.1637,476.7649,3435.2609,4296.8824,3,23,86207.7647,decode
1204,3838.4203,539.1602,3420.4783,4447.0,3,23,88283.6667,decode
1205,3758.6019,560.3451,3361.6957,4399.5882,3,23,86447.8431,decode
1206,3750.4928,489.3344,3432.7826,4314.0,3,23,86261.3334,decode
1207,3876.2847,515.7539,3509.1304,4465.9412,3,23,89154.5492,decode
1208,3797.1978,501.3877,3494.3478,4375.9412,3,23,87335.5489,decode
1209,3749.5686,458.4263,3444.1739,4276.7059,3,23,86240.0784,decode
1210,3819.4118,518.9872,3441.913,4411.2353,3,23,87846.4706,decode
1211,3967.8455,438.7857,3531.0435,4408.5882,3,23,91260.4464,decode
1212,3915.4774,463.0337,3513.6087,4421.8235,3,23,90055.9803,decode
1213,4028.8821,523.6184,3662.3913,4628.5882,3,23,92664.2874,decode
1214,3889.9569,343.3365,3609.7391,4272.9412,3,23,89469.0094,decode
1215,3889.89,400.9076,3610.4348,4349.2353,3,23,89467.4706,decode
1216,3829.562,491.3653,3514.8261,4395.7647,3,23,88079.9262,decode
1217,3907.2436,489.4862,3514.7391,4455.7059,3,23,89866.6022,decode
1218,3932.21,397.0731,3564.8261,4353.4706,3,23,90440.8299,decode
1219,3985.4911,489.2601,3521.0,4496.2353,3,23,91666.296,decode
1220,3856.3111,442.8923,3579.4348,4367.1177,3,23,88695.156,decode
1221,3888.9317,394.6326,3582.7391,4334.2941,3,23,89445.4296,decode
1222,3891.4565,455.9801,3601.7391,4417.0588,3,23,89503.4986,decode
1223,3869.4492,490.8518,3576.087,4436.1176,3,23,88997.3305,decode
1224,3881.4358,412.8382,3580.3913,4352.0588,3,23,89273.0225,decode
1225,3939.0253,420.4696,3589.2609,4405.5294,3,23,90597.5826,decode
1226,3896.3338,339.7075,3590.9565,4262.2353,3,23,89615.677,decode
1227,3865.121,446.1283,3534.1304,4372.4706,3,23,88897.7826,decode
1228,3911.2399,436.0823,3548.913,4395.2353,3,23,89958.518,decode
1229,3923.0514,385.5157,3641.087,4362.3529,3,23,90230.1822,decode
1230,3884.0941,516.891,3494.4783,4470.4706,3,23,89334.1633,decode
1231,3830.6328,458.4282,3538.5652,4359.0,3,23,88104.5555,decode
1232,3930.8668,374.4418,3604.6087,4339.7059,3,23,90409.9357,decode
1233,3937.6336,400.8608,3523.1304,4323.2941,3,23,90565.5724,decode
1234,4019.3827,349.5953,3782.8261,4420.9412,3,23,92445.8029,decode
1235,3907.9227,553.2663,3532.5217,4543.2941,3,23,89882.2231,decode
1236,3861.9873,403.0796,3586.6957,4324.6471,3,23,88825.7068,decode
1237,3820.8026,346.172,3541.2174,4208.0,3,23,87878.4604,decode
1238,3999.8434,510.3705,3605.5217,4576.2941,3,23,91996.3977,decode
1239,3802.2633,365.4179,3543.913,4220.3529,3,23,87452.0552,decode
1240,3885.4571,347.0501,3646.0435,4283.4706,3,23,89365.5127,decode
1241,3818.8969,293.8613,3575.2174,4145.2353,3,23,87834.6293,decode
1242,3932.2105,471.954,3559.8696,4463.0,3,23,90440.8413,decode
1243,3961.137,364.19,3692.4783,4375.6471,3,23,91106.1512,decode
1244,4032.9327,412.8809,3709.7391,4498.0588,3,23,92757.451,decode
1245,3910.2555,377.1458,3661.3043,4344.1765,3,23,89935.8767,decode
1246,3935.5948,372.538,3635.087,4352.4118,3,23,90518.6808,decode
1247,3962.9343,433.2274,3587.2174,4436.8235,3,23,91147.4883,decode
1248,3872.7827,438.1521,3541.5217,4369.5882,3,23,89074.0019,decode
1249,3883.6156,490.8042,3583.2381,4450.0,3,23,89323.1587,decode
1250,3882.3356,485.8661,3562.8696,4441.4706,3,23,89293.719,decode
1251,3850.2797,393.4916,3527.1304,4288.4706,3,23,88556.4332,decode
1252,3912.1016,388.6573,3686.5652,4360.8824,3,23,89978.3362,decode
1253,3829.0621,450.7681,3515.9565,4345.7059,3,23,88068.4277,decode
1254,3912.1539,442.3691,3577.5652,4413.7059,3,23,89979.5386,decode
1255,3931.026,348.7084,3687.7391,4330.5294,3,23,90413.5985,decode
1256,3917.3039,402.9223,3570.8696,4359.4706,3,23,90097.9888,decode
1257,3923.1207,435.2137,3589.5218,4415.4118,3,23,90231.776,decode
1258,3832.811,376.653,3571.7143,4264.5882,3,23,88154.6525,decode
1259,3888.3967,343.385,3652.9524,4282.4118,3,23,89433.1251,decode
1260,3928.7204,484.45,3523.0435,4465.1176,3,23,90360.5685,decode
1261,3995.0355,383.6291,3668.087,4417.3529,3,23,91885.817,decode
1262,3946.276,459.5715,3549.2174,4449.7059,3,23,90764.3484,decode
1263,3885.8534,504.1075,3554.0,4465.9412,3,23,89374.6284,decode
1264,4079.0951,481.9055,3605.7391,4569.1177,3,23,93819.1877,decode
1265,3884.8423,496.086,3569.2609,4456.6471,3,23,89351.3734,decode
1266,3988.0802,385.589,3623.7391,4391.8823,3,23,91725.844,decode
1267,3875.5508,399.1636,3568.913,4326.8824,3,23,89137.6695,decode
1268,3942.0008,415.7757,3622.8261,4412.1765,3,23,90666.0195,decode
1269,3942.1298,355.1666,3570.087,4277.5882,3,23,90668.986,decode
1270,3937.0851,362.2639,3625.2609,4334.4706,3,23,90552.9571,decode
1271,3986.2334,445.7389,3620.913,4482.8823,3,23,91683.3679,decode
1272,3899.1405,438.0384,3581.9565,4398.9412,3,23,89680.2316,decode
1273,3864.1953,371.019,3572.2609,4281.7059,3,23,88876.4909,decode
1274,3866.2375,368.5884,3599.7826,4286.8824,3,23,88923.4631,decode
1275,3942.79,396.0917,3631.1739,4388.5294,3,23,90684.1701,decode
1276,3872.1839,283.5447,3672.0,4196.6471,3,23,89060.2307,decode
1277,3918.4296,456.3569,3516.1739,4414.3529,3,23,90123.8804,decode
1278,3864.9701,383.5834,3598.0,4304.5294,3,23,88894.3128,decode
1279,3840.0021,331.3833,3513.4348,4176.0,3,23,88320.0477,decode
1280,3983.6834,487.4297,3576.7391,4523.8824,3,23,91624.7171,decode
1281,3897.4403,374.2309,3595.1304,4316.0,3,23,89641.1271,decode
1282,3913.1339,332.8566,3612.7826,4271.0,3,23,90002.0793,decode
1283,3854.0595,465.5346,3561.3913,4390.8823,3,23,88643.3679,decode
1284,3947.3728,331.2601,3699.4348,4323.5882,3,23,90789.5734,decode
1285,3837.7707,487.1659,3489.7826,4394.5294,3,23,88268.7254,decode
1286,3913.1294,474.3754,3625.2174,4460.6471,3,23,90001.9766,decode
1287,3913.2467,426.8667,3559.4348,4387.353,3,23,90004.6742,decode
1288,3841.1764,358.1491,3561.8261,4244.9412,3,23,88347.0571,decode
1289,3914.3859,416.5827,3638.5217,4393.5882,3,23,90030.8748,decode
1290,3890.513,365.2585,3609.7826,4303.4706,3,23,89481.7984,decode
1291,3897.5886,461.5811,3597.6957,4429.1176,3,23,89644.5369,decode
1292,3860.2065,508.3,3538.0952,4446.1765,3,23,88784.7498,decode
1293,4025.7149,556.7091,3589.3913,4652.7059,3,23,92591.4434,decode
1294,3908.8534,449.4568,3568.087,4418.2353,3,23,89903.6293,decode
1295,3950.31,670.7994,3563.0,4724.8824,3,23,90857.1297,decode
1296,3998.07,536.4343,3636.0,4614.3529,3,23,91955.6105,decode
1297,3922.6397,473.7411,3577.2609,4462.7059,3,23,90220.7135,decode
1298,3851.2353,524.2332,3501.619,4454.0,3,23,88578.4127,decode
1299,3908.3716,427.726,3574.0,4390.3529,3,23,89892.5471,decode
1300,3982.877,432.1255,3597.6087,4450.1176,3,23,91606.1717,decode
1301,4067.8874,554.5907,3576.8696,4669.4118,3,23,93561.4109,decode
1302,3882.403,461.5699,3580.2174,4413.7059,3,23,89295.2689,decode
1303,3910.0778,415.8404,3567.6956,4372.8235,3,23,89931.7899,decode
1304,3843.9643,495.9,3539.2381,4416.1765,3,23,88411.1783,decode
1305,3897.0872,496.1348,3590.0952,4469.4706,3,23,89633.0047,decode
1306,3929.0757,490.3677,3563.087,4486.2353,3,23,90368.7403,decode
1307,4013.4656,425.1049,3688.3913,4494.5294,3,23,92309.7096,decode
1308,3917.3251,426.7548,3635.3478,4408.2941,3,23,90098.4771,decode
1309,3915.9368,516.2077,3562.6957,4508.3529,3,23,90066.5472,decode
1310,4047.0044,489.7474,3609.4783,4576.0588,3,23,93081.1018,decode
1311,3940.2756,358.1894,3562.3478,4274.7647,3,23,90626.339,decode
1312,3820.517,333.8549,3573.3044,4200.2941,3,23,87871.8899,decode
1313,3869.0739,427.5367,3611.3478,4362.5882,3,23,88988.7002,decode
1314,3917.172,534.3017,3575.3478,4532.8823,3,23,90094.9552,decode
1315,3966.4259,406.8483,3564.3478,4377.8824,3,23,91227.7965,decode
1316,4006.4362,414.057,3627.3478,4448.2941,3,23,92148.0327,decode
1317,3995.0013,399.4402,3607.8696,4405.7059,3,23,91885.0309,decode
1318,4044.1974,336.9407,3679.7391,4344.3529,3,23,93016.5391,decode
1319,3828.0988,338.1582,3598.4348,4216.4118,3,23,88046.2735,decode
1320,3933.5564,404.4587,3586.6957,4377.8235,3,23,90471.797,decode
1321,3913.8974,346.8113,3673.1304,4311.4118,3,23,90019.6402,decode
1322,3893.8967,370.6148,3529.4783,4270.4118,3,23,89559.6236,decode
1323,4066.6138,418.4568,3631.3913,4466.0,3,23,93532.1167,decode
1324,4077.7219,477.9966,3570.7391,4520.1765,3,23,93787.6029,decode
1325,3907.297,360.0629,3576.6087,4290.8823,3,23,89867.8314,decode
1326,3938.2795,431.9868,3602.7826,4425.7059,3,23,90580.4284,decode
1327,3884.7928,390.8133,3589.8696,4328.0588,3,23,89350.2342,decode
1328,4059.9562,457.2712,3682.7391,4568.5294,3,23,93378.9922,decode
1329,4058.3005,462.054,3537.6956,4419.7059,3,23,93340.9117,decode
1330,4078.7449,491.2952,3585.4348,4568.0,3,23,93811.1334,decode
1331,4046.6027,631.2056,3640.0435,4773.7647,3,23,93071.8628,decode
1332,3936.6994,355.0216,3579.1304,4289.1176,3,23,90544.0853,decode
1333,3979.4719,302.7953,3722.5217,4313.2941,3,23,91527.8548,decode
1334,3970.0739,499.9605,3552.1304,4523.9412,3,23,91311.699,decode
1335,4095.6309,434.9733,3686.6956,4552.6471,3,23,94199.5107,decode
1336,3910.4212,464.3469,3507.4783,4418.2353,3,23,89939.6873,decode
1337,3912.2048,335.774,3630.2174,4283.6471,3,23,89980.7108,decode
1338,3960.9054,457.86,3598.3043,4475.4118,3,23,91100.8235,decode
1339,4019.3296,414.3843,3576.5652,4397.8235,3,23,92444.5803,decode
1340,4027.0617,341.7858,3684.6087,4368.1765,3,23,92622.4196,decode
1341,3950.9633,439.901,3539.0869,4414.3529,3,23,90872.1559,decode
1342,4058.5292,512.4043,3655.6522,4635.2353,3,23,93346.1706,decode
1343,4034.3196,506.0054,3664.6087,4611.0,3,23,92789.35,decode
1344,3986.4202,255.4115,3732.8636,4243.6471,3,22,87701.2451,decode
1345,4020.9132,334.8289,3693.0454,4362.2941,3,22,88460.0901,decode
1346,4031.3225,322.0942,3837.0,4403.1176,3,22,88689.0959,decode
1347,3921.98,306.5536,3692.9546,4270.2353,3,22,86283.559,decode
1348,4036.6569,502.1259,3683.15,4611.4118,3,22,88806.4529,decode
1349,3994.7047,396.8278,3691.6818,4443.8823,3,22,87883.5038,decode
1350,4101.4208,293.6146,3828.8182,4412.2941,3,22,90231.2569,decode
1351,3947.0896,367.5072,3689.1364,4367.8823,3,22,86835.9704,decode
1352,4092.2275,445.011,3823.0,4605.8824,3,22,90029.0039,decode
1353,3972.9095,343.4614,3681.7727,4351.7059,3,22,87404.0099,decode
1354,4075.7689,200.356,3846.7273,4218.5294,3,22,89666.9158,decode
1355,3947.5621,222.2386,3770.6364,4197.0,3,22,86846.3665,decode
1356,4096.2754,440.0048,3722.5909,4581.2353,3,22,90118.0589,decode
1357,4061.1091,521.2537,3759.2273,4663.0,3,22,89344.3998,decode
1358,3965.0849,336.9421,3684.8636,4338.9412,3,22,87231.8689,decode
1359,4078.6985,307.6501,3749.5455,4359.0,3,22,89731.3666,decode
1360,4171.279,484.235,3684.4545,4652.8824,3,22,91768.1373,decode
1361,4083.9881,452.3788,3803.9,4605.8823,3,22,89847.7372,decode
1362,3983.4993,363.352,3754.7273,4402.4706,3,22,87636.9844,decode
1363,3950.4975,301.4402,3701.5454,4285.6471,3,22,86910.945,decode
1364,4075.7011,316.3881,3835.9091,4434.2941,3,22,89665.4235,decode
1365,4103.7136,394.144,3796.0909,4548.0,3,22,90281.7,decode
1366,4230.9971,521.6837,3757.0,4789.9412,3,22,93081.9354,decode
1367,4143.2697,442.4831,3804.9091,4644.0,3,22,91151.9331,decode
1368,3948.3174,278.4615,3700.2727,4249.5294,3,22,86862.9824,decode
1369,3934.5975,193.232,3792.6,4154.6471,3,22,86561.1452,decode
1370,4014.0338,325.6843,3721.0455,4364.7059,3,22,88308.7432,decode
1371,4109.6784,401.7877,3724.5,4526.2353,3,22,90412.9256,decode
1372,4075.2083,221.5672,3879.0454,4315.5294,3,22,89654.5822,decode
1373,3959.8566,299.9867,3656.7727,4256.6471,3,22,87116.8452,decode
1374,4071.0898,385.0355,3813.9545,4513.7647,3,22,89563.9745,decode
1375,4079.793,461.7191,3694.6818,4591.6471,3,22,89755.445,decode
1376,4058.2687,288.7756,3843.9091,4386.6471,3,22,89281.9119,decode
1377,4037.5689,247.6949,3787.2273,4282.5294,3,22,88826.5157,decode
1378,4027.6045,319.2882,3736.4546,4369.0588,3,22,88607.2981,decode
1379,4085.3397,421.4827,3803.0454,4569.8235,3,22,89877.4725,decode
1380,3977.4611,374.7808,3691.1364,4401.6471,3,22,87504.1451,decode
1381,4095.5057,248.6656,3842.1818,4339.2353,3,22,90101.1255,decode
1382,4084.8846,355.1605,3768.7273,4469.1765,3,22,89867.4608,decode
1383,4051.8044,482.7412,3742.4545,4608.0588,3,22,89139.6979,decode
1384,4046.3098,268.1674,3813.5,4339.5294,3,22,89018.8157,decode
1385,3960.8232,303.3586,3711.8636,4298.7059,3,22,87138.1099,decode
1386,4087.49,371.8439,3790.6818,4504.5882,3,22,89924.7805,decode
1387,4095.0561,482.9801,3701.2273,4633.9412,3,22,90091.2353,decode
1388,4001.2717,204.1605,3798.4091,4206.7059,3,22,88027.9764,decode
1389,3990.7299,291.9883,3667.0455,4234.2941,3,22,87796.0568,decode
1390,4061.5556,385.6922,3785.7727,4502.2941,3,22,89354.2236,decode
1391,3960.3921,376.3424,3653.35,4380.2353,3,22,87128.6254,decode
1392,4018.7377,293.2963,3701.5454,4280.1177,3,22,88412.2293,decode
1393,4007.5595,360.3358,3758.2727,4420.7059,3,22,88166.31,decode
1394,4025.0283,356.0908,3786.0909,4434.2941,3,22,88550.6236,decode
1395,4010.0177,256.8153,3757.9091,4271.2941,3,22,88220.3901,decode
1396,4061.0278,295.5668,3786.1364,4373.6471,3,22,89342.6118,decode
1397,4148.0829,425.5195,3712.9545,4563.2941,3,22,91257.8234,decode
1398,4016.3108,182.0418,3814.0,4166.8824,3,22,88358.8372,decode
