position,mean_energy_mj,std_energy_mj,min_energy_mj,max_energy_mj,count,active_requests,step_energy_mj,phase
320,2785.4043,253.7161,2546.0,3051.3462,3,30,83562.1282,decode
321,2767.6983,89.8251,2682.3103,2861.3846,3,30,83030.9497,decode
322,2722.7088,113.8385,2629.4828,2849.5769,3,30,81681.2635,decode
323,2750.5248,182.0707,2639.6207,2960.6538,3,30,82515.7454,decode
324,2795.2651,185.916,2672.4,3009.1538,3,30,83857.9521,decode
325,2642.6785,131.9332,2519.7586,2782.0769,3,30,79280.3554,decode
326,2739.2419,44.1188,2688.3,2765.1154,3,30,82177.2573,decode
327,2788.1141,129.218,2692.3,2935.0769,3,30,83643.4244,decode
328,2748.3238,88.458,2657.1333,2833.7692,3,30,82449.7153,decode
329,2696.2023,114.3059,2593.8965,2819.5769,3,30,80886.068,decode
330,2752.0611,105.2014,2631.5667,2825.6552,3,30,82561.8338,decode
331,2851.3523,142.515,2754.2333,3014.9615,3,30,85540.5695,decode
332,2806.3469,88.4103,2708.7,2880.9615,3,30,84190.4082,decode
333,2725.055,82.2803,2668.6,2819.4615,3,30,81751.65,decode
334,2730.2392,195.5283,2524.2414,2913.2692,3,29,79176.9358,decode
335,2778.9943,138.2001,2695.0345,2938.5,3,29,80590.8333,decode
336,2860.9483,193.6502,2744.8276,3084.5,3,29,82967.5001,decode
337,2829.4111,214.5699,2639.0345,3061.9231,3,29,82052.923,decode
338,2782.7166,169.4504,2631.9655,2966.1154,3,29,80698.782,decode
339,2735.0495,40.9263,2695.8621,2777.5172,3,29,79316.4357,decode
340,2740.7865,46.8399,2711.4828,2794.8077,3,29,79482.8078,decode
341,2872.565,109.9369,2786.4138,2996.3846,3,29,83304.3846,decode
342,2795.1118,109.4574,2709.9655,2918.5769,3,29,81058.2436,decode
343,2747.3404,128.3557,2618.8276,2875.5385,3,29,79672.8717,decode
344,2739.5212,122.4377,2602.1379,2837.1154,3,29,79446.1155,decode
345,2730.7197,95.2258,2651.931,2836.5385,3,29,79190.8719,decode
346,2824.9907,140.1979,2680.7241,2960.7308,3,29,81924.7308,decode
347,2838.3749,57.1815,2776.7931,2889.7931,3,29,82312.8718,decode
348,2821.6468,72.1825,2746.4828,2890.4231,3,29,81827.7563,decode
349,2774.8559,57.5006,2731.7931,2840.1538,3,29,80470.8205,decode
350,2776.9673,149.6431,2680.8965,2949.3846,3,29,80532.0513,decode
351,2815.0009,15.8474,2801.069,2832.2414,3,29,81635.0257,decode
352,2711.0906,105.0294,2590.0345,2777.9615,3,29,78621.6283,decode
353,2751.5942,185.5356,2565.1724,2936.2308,3,29,79796.2307,decode
354,2794.7122,196.35,2619.0,3006.6538,3,29,81046.6539,decode
355,2713.2591,78.2918,2632.5172,2788.8462,3,29,78684.5128,decode
356,2812.0694,58.0784,2749.5517,2864.3462,3,29,81550.0128,decode
357,2865.0891,97.1538,2776.5172,2969.0,3,29,83087.5833,decode
358,2855.8259,72.8572,2800.2414,2938.3077,3,29,82818.9505,decode
359,2795.2395,46.4462,2742.7241,2830.9231,3,29,81061.9469,decode
360,2809.5679,63.2961,2756.7586,2879.7308,3,29,81477.4688,decode
361,2839.9109,106.078,2740.1035,2951.3077,3,29,82357.4148,decode
362,2754.1365,47.26,2704.3793,2798.4231,3,29,79869.9588,decode
363,2776.0172,89.3145,2708.5714,2877.3077,3,29,80504.498,decode
364,2781.8051,94.2001,2702.3929,2885.8846,3,29,80672.3488,decode
365,2784.1726,175.3681,2671.2143,2986.2,3,29,80741.0048,decode
