round,request_idx,pool_idx,source,prompt_len,generated_tokens,inject_time_s,is_warmup,request_id
0,276,16,WizardLM,16,0,512.09,False,stream_139960412207088_276_14160523851558513
0,277,17,WizardLM,66,0,514.02,False,stream_139960412207088_277_14160525790847713
0,278,18,LongForm,15,0,516.08,False,stream_139960412207088_278_14160527841024688
0,279,19,LongForm,263,0,518.02,False,stream_139960412207088_279_14160529782524954
0,280,0,python_code,50,0,520.04,False,stream_139960412207088_280_14160531809169698
0,281,1,WizardLM,14,0,522.07,False,stream_139960412207088_281_14160533830982976
0,282,2,python_code,50,0,524.12,False,stream_139960412207088_282_14160535887646079
0,283,3,WizardLM,82,0,526.09,False,stream_139960412207088_283_14160537859003087
0,284,4,python_code,13,0,528.04,False,stream_139960412207088_284_14160539804567628
0,285,5,python_code,47,0,530.09,False,stream_139960412207088_285_14160541852074125
0,286,6,python_code,15,0,532.05,False,stream_139960412207088_286_14160543813120524
0,287,7,LongForm,395,0,534.02,False,stream_139960412207088_287_14160545787075000
0,288,8,WizardLM,140,0,536.03,False,stream_139960412207088_288_14160547796540947
0,289,9,LongForm,14,0,538.04,False,stream_139960412207088_289_14160549806252291
0,290,10,LongForm,12,0,540.07,False,stream_139960412207088_290_14160551832704655
0,291,11,python_code,14,0,542.07,False,stream_139960412207088_291_14160553831475382
0,292,12,WizardLM,133,0,544.09,False,stream_139960412207088_292_14160555859361455
0,293,13,python_code,18,0,546.11,False,stream_139960412207088_293_14160557874641370
0,294,14,python_code,50,0,548.02,False,stream_139960412207088_294_14160559785832226
0,295,15,WizardLM,154,0,550.05,False,stream_139960412207088_295_14160561816121049
0,296,16,WizardLM,16,0,552.08,False,stream_139960412207088_296_14160563840980502
0,297,17,WizardLM,66,0,554.01,False,stream_139960412207088_297_14160565772897996
0,298,18,LongForm,15,0,556.04,False,stream_139960412207088_298_14160567804388996
0,299,19,LongForm,263,0,558.08,False,stream_139960412207088_299_14160569841922002
0,300,0,python_code,50,0,560.03,False,stream_139960412207088_300_14160571798576743
0,301,1,WizardLM,14,0,562.07,False,stream_139960412207088_301_14160573840474281
0,302,2,python_code,50,0,564.0,False,stream_139960412207088_302_14160575769622104
0,303,3,WizardLM,82,0,566.05,False,stream_139960412207088_303_14160577811097891
0,304,4,python_code,13,0,568.1,False,stream_139960412207088_304_14160579866209793
0,305,5,python_code,47,0,570.04,False,stream_139960412207088_305_14160581809055592
0,306,6,python_code,15,0,572.09,False,stream_139960412207088_306_14160583858291201
0,307,7,LongForm,395,0,574.06,False,stream_139960412207088_307_14160585821592974
0,308,8,WizardLM,140,0,576.02,False,stream_139960412207088_308_14160587784080123
0,309,9,LongForm,14,0,578.0,False,stream_139960412207088_309_14160589769281136
0,310,10,LongForm,12,0,580.08,False,stream_139960412207088_310_14160591850097341
0,311,11,python_code,14,0,582.05,False,stream_139960412207088_311_14160593818930947
0,312,12,WizardLM,133,0,584.03,False,stream_139960412207088_312_14160595791504926
0,313,13,python_code,18,0,586.01,False,stream_139960412207088_313_14160597771550443
0,314,14,python_code,50,0,588.1,False,stream_139960412207088_314_14160599862650060
0,315,15,WizardLM,154,0,590.09,False,stream_139960412207088_315_14160601858956559
0,316,16,WizardLM,16,0,592.08,False,stream_139960412207088_316_14160603847635589
0,317,17,WizardLM,66,0,594.08,False,stream_139960412207088_317_14160605847328581
0,318,18,LongForm,15,0,596.1,False,stream_139960412207088_318_14160607862357409
0,319,19,LongForm,263,0,598.11,False,stream_139960412207088_319_14160609872067319
0,320,0,python_code,50,0,600.01,False,stream_139960412207088_320_14160611772550717
0,321,1,WizardLM,14,0,602.02,False,stream_139960412207088_321_14160613785876573
0,322,2,python_code,50,0,604.03,False,stream_139960412207088_322_14160615800113412
0,323,3,WizardLM,82,0,606.06,False,stream_139960412207088_323_14160617826682949
0,324,4,python_code,13,0,608.07,False,stream_139960412207088_324_14160619839246721
0,325,5,python_code,47,0,610.07,False,stream_139960412207088_325_14160621840423187
0,326,6,python_code,15,0,612.1,False,stream_139960412207088_326_14160623865199845
0,327,7,LongForm,395,0,614.03,False,stream_139960412207088_327_14160625792006754
0,328,8,WizardLM,140,0,616.09,False,stream_139960412207088_328_14160627856644451
0,329,9,LongForm,14,0,618.01,False,stream_139960412207088_329_14160629775000932
0,330,10,LongForm,12,0,620.04,False,stream_139960412207088_330_14160631809396355
0,331,11,python_code,14,0,622.06,False,stream_139960412207088_331_14160633829786685
0,332,12,WizardLM,133,0,624.1,False,stream_139960412207088_332_14160635866255385
0,333,13,python_code,18,0,626.01,False,stream_139960412207088_333_14160637780447214
0,334,14,python_code,50,0,628.06,False,stream_139960412207088_334_14160639825623039
0,335,15,WizardLM,154,0,630.1,False,stream_139960412207088_335_14160641868941260
0,336,16,WizardLM,16,0,632.05,False,stream_139960412207088_336_14160643814311769
0,337,17,WizardLM,66,0,634.01,False,stream_139960412207088_337_14160645775334425
0,338,18,LongForm,15,0,636.07,False,stream_139960412207088_338_14160647836394203
0,339,19,LongForm,263,0,638.02,False,stream_139960412207088_339_14160649783166419
0,340,0,python_code,50,0,640.08,False,stream_139960412207088_340_14160651849897147
0,341,1,WizardLM,14,0,642.03,False,stream_139960412207088_341_14160653798497074
0,342,2,python_code,50,0,644.09,False,stream_139960412207088_342_14160655859258324
0,343,3,WizardLM,82,0,646.05,False,stream_139960412207088_343_14160657812082511
0,344,4,python_code,13,0,648.11,False,stream_139960412207088_344_14160659878858693
0,345,5,python_code,47,0,650.08,False,stream_139960412207088_345_14160661842802088
0,346,6,python_code,15,0,652.05,False,stream_139960412207088_346_14160663819726076
0,347,7,LongForm,395,0,654.03,False,stream_139960412207088_347_14160665800387287
0,348,8,WizardLM,140,0,656.11,False,stream_139960412207088_348_14160667875866894
